classic_metric,mapped_metric,confidence,score,method,reason,candidate_count,candidates,notes
The total number of members in the specified pool.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of metric data points after deducting the included metric data points. This is the rate-card value used for billing. Use this total metric to query longer timeframes without losing precision or performance.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of monitor events executions executions; split by event.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"The total number of monitor events executions; split by event, geolocation.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"The total number of monitor executions executions; split by monitor, geolocation.",,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of monitor executions executions; split by monitor.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"The total number of monitored Kubernetes pods per hour, split by cluster and namespace and counted in 15 min intervals. A pod monitored for the whole hour has 4 data points with a value of 0.25.",,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of octets received on the interface including framing characters. This metric uses 64 bit counter and should be used for highspeed devices.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of octets transmitted out of the interface including framing characters. This metric uses 64 bit counter and should be used for highspeed devices.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of possible Splunk Cloud indexers.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of records sent for a topic.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of records sent.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of requests going through the specified pool member.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of requests going through the specified virtual server.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of requests to the specified pool.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total number of the fatal alerts.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The total time in nanoseconds an appender waits for space allocation.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The uptime of the Oracle instance in seconds.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The waiting time (in ms) for an on-demand analysis request to get processed.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The weighted average time of DNS query by DNS server ip. Calculated with DNS query time sum divided by number of DNS queries. It weights the result taking into account number of requests from each host.,,none,0,unmapped,No current Gen3 candidate found,0,[],
The weighted average time of DNS query on a host. Calculated with DNS query time sum divided by number of DNS queries on a host. It weights the result taking into account number of requests to each dns server,,none,0,unmapped,No current Gen3 candidate found,0,[],
The write rate in logs/s on the Device. PAN-COMMON-MIB,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric counts Kubernetes events. The most detailed level of aggregation is the event reason. The value corresponds to the count of events returned by the Kubernetes events endpoint. This metric depends on Kubernetes event monitoring. It will not show any datapoints for the period in which event monitoring is deactivated.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric describes the status of a Kubernetes node. The most detailed level of aggregation is node.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric describes the status of a Kubernetes workload. The most detailed level of aggregation is workload.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric is the memory usage of a process. It helps to identify processes with high memory resource consumption and memory leaks. The metric value represents the sum of every process worker's used memory size (including shared memory).,,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric is the number of process workers. Too few worker processes may lead to performance degradation, while too many may waste available resources. Configuration of workers should be suitable for the average workload and be able to scale up with higher demand.",,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric is the percentage of memory used by a process. It helps to identify processes with high memory resource consumption and memory leaks. The metric value is the sum of the memory used by every process worker divided by the total available memory in the host.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric is the percentage of the CPU usage of a process. The metric value is the sum of CPU time every process worker uses divided by the total available CPU time. The result is expressed in percentage. A value of 100% indicates that the process uses all available CPU resources of the host.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric is the rate of page faults for a process. The metric value is the sum of page faults per time unit of every process worker. A page fault occurs when the process attempts to access a memory block not stored in the RAM, which means that the block has to be identified in the virtual memory and then loaded from the storage. Lower values are better. A high number of page faults may indicate reduced performance due to insufficient memory size.",,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the amount of container restarts. The most detailed level of aggregation is container. The value corresponds to the delta of the 'restartCount' defined in the pod resource's container status. The metric is only written if there was at least one container restart.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the capacity in bytes of the volume. The most detailed level of aggregation is persistent volume claim.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the cpu limit quota. The most detailed level of aggregation is resource quota. The value corresponds to the cpu limits of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the cpu limits. The most detailed level of aggregation is node. The value is the sum of the cpu limits of all app containers of a pod.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the cpu limits. The most detailed level of aggregation is workload. The value is the sum of the cpu limits of all app containers of a pod.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the cpu requests quota. The most detailed level of aggregation is resource quota. The value corresponds to the cpu requests of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the cpu requests. The most detailed level of aggregation is node. The value is the sum of the cpu requests of all app containers of a pod.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the cpu requests. The most detailed level of aggregation is workload. The value is the sum of the cpu requests of all app containers of a pod.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the current working set memory (memory that cannot be reclaimed under pressure) by container. The OOM Killer is invoked if the working set exceeds the limit. The most detailed level of aggregation is node.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the current working set memory (memory that cannot be reclaimed under pressure) by container. The OOM Killer is invoked if the working set exceeds the limit. The most detailed level of aggregation is workload.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the memory limit quota. The most detailed level of aggregation is resource quota. The value corresponds to the memory limits of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the memory limits. The most detailed level of aggregation is node. The value is the sum of the memory limits of all app containers of a pod.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the memory limits. The most detailed level of aggregation is workload. The value is the sum of the memory limits of all app containers of a pod.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the memory requests quota. The most detailed level of aggregation is resource quota. The value corresponds to the memory requests of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the memory requests. The most detailed level of aggregation is node. The value is the sum of the memory requests of all app containers of a pod.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the memory requests. The most detailed level of aggregation is workload. The value is the sum of the memory requests of all app containers of a pod.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the number of available bytes in the volume. The most detailed level of aggregation is persistent volume claim.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the number of containers. The most detailed level of aggregation is workload. The metric counts the number of all containers.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the number of desired containers. The most detailed level of aggregation is workload. The value is the count of all containers in the pod's specification.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the number of desired pods. The most detailed level of aggregation is workload. The value corresponds to the 'replicas' defined in a deployment resource and to the 'desiredNumberScheduled' for a daemon set resource's status as example.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the number of nodes. The most detailed level of aggregation is cluster. The value is the count of all nodes.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the number of pods. The most detailed level of aggregation is node. The value corresponds to the count of all pods.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the number of pods. The most detailed level of aggregation is workload. The value corresponds to the count of all pods.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the number of used bytes in the volume. The most detailed level of aggregation is persistent volume claim.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the number of workloads. The most detailed level of aggregation is namespace. The value corresponds to the count of all workloads.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the out of memory (OOM) kills. The most detailed level of aggregation is container. The value corresponds to the status 'OOMKilled' of a container in the pod resource's container status. The metric is only written if there was at least one container OOM kill.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the pods quota. The most detailed level of aggregation is resource quota. The value corresponds to the pods of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the total CPU consumed (user usage + system usage) by container. The most detailed level of aggregation is node.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the total CPU consumed (user usage + system usage) by container. The most detailed level of aggregation is workload.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the total CPU throttling by container. The most detailed level of aggregation is node.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the total CPU throttling by container. The most detailed level of aggregation is workload.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the total allocatable cpu. The most detailed level of aggregation is node. The value corresponds to the allocatable cpu of a node.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the total allocatable memory. The most detailed level of aggregation is node. The value corresponds to the allocatable memory of a node.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the total number of allocatable pods. The most detailed level of aggregation is node. The value corresponds to the allocatable pods of a node.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the used cpu limit quota. The most detailed level of aggregation is resource quota. The value corresponds to the used cpu limits of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the used cpu requests quota. The most detailed level of aggregation is resource quota. The value corresponds to the used cpu requests of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the used memory limits quota. The most detailed level of aggregation is resource quota. The value corresponds to the used memory limits of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the used memory requests quota. The most detailed level of aggregation is resource quota. The value corresponds to the used memory requests of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric measures the used pods quota. The most detailed level of aggregation is resource quota. The value corresponds to the used pods of a resource quota.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides size of incoming traffic of a process. It helps to identify processes generating high network traffic on a host. The result is expressed in kilobytes. It has a ""PID"" (process.pid), ""Parent PID"" (process.parent_pid), ""process owner"" (process.owner), ""process executable name"" (process.executable.name), ""process executable path"" (process.executable.path), ""process command line"" (process.command_line) and ""Process group instance"" (dt.entity.process_group_instance) dimensions This metric is collected only if the Process instance snapshot feature is turned on and triggered, and the time this metric is collected for is restricted to feature limits. To learn more, see [Process instance snapshots](https://dt-url.net/process-instance-snapshots-doc).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides size of outgoing traffic  of a process. It helps to identify processes generating high network traffic on a host. The result is expressed in kilobytes. It has a ""PID"" (process.pid), ""Parent PID"" (process.parent_pid), ""process owner"" (process.owner), ""process executable name"" (process.executable.name), ""process executable path"" (process.executable.path), ""process command line"" (process.command_line) and ""Process group instance"" (dt.entity.process_group_instance) dimensions This metric is collected only if the Process instance snapshot feature is turned on and triggered, and the time this metric is collected for is restricted to feature limits. To learn more, see [Process instance snapshots](https://dt-url.net/process-instance-snapshots-doc).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides statistics about CPU usage for garbage-collected processes. The metric value is the sum of CPU time used during garbage collector suspensions for all process workers. It has a ""Process"" dimension (dt.entity.process_group_instance).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides statistics about CPU usage for process groups of garbage-collected technologies. The metric value is the sum of CPU time used during garbage collector suspensions for every process (including its workers) in a process group. It has a ""Process Group"" dimension.",,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric provides statistics about I/O operations for a process. The metric value is a sum of I/O bytes read and written by all process workers per second.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric provides statistics about file descriptor usage. It is supported on Linux. The metric value is the total number of file descriptors all process workers have opened. You can use it to detect processes that may cause the system to reach the limit of open file descriptors.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides statistics about the I/O read operations a process requests. It is supported only on Linux and AIX. The metric value is a sum of I/O bytes requested to be read from the storage by worker processes per second. It includes additional read operations, such as terminal I/O. It does not indicate the actual disk I/O operations, as some parts of the read operation might have been satisfied from the page cache.",,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric provides statistics about the I/O read operations of a process. The metric value is a sum of I/O bytes read from the storage layer by all process workers per second. High values help to identify bottlenecks reducing process performance caused by the slow read speed of the storage device.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides statistics about the I/O write operations a process requests. It is supported on Linux and AIX. The metric value is a sum of I/O bytes requested to be written to the storage by PGI processes per second. It includes additional write operations, such as terminal I/O. It does not indicate the actual disk I/O operations, as some parts of the write operation might have been satisfied from the page cache.",,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric provides statistics about the I/O write operations of a process. The metric value is a sum of I/O bytes written to the storage layer by all process workers per second. High values help to identify bottlenecks reducing process performance caused by the slow write speed of the storage device.,,none,0,unmapped,No current Gen3 candidate found,0,[],
This metric provides statistics about the file descriptor resource limits. It is supported on Linux. The metric value is the total limit of file descriptors that all process workers can open. It is sent once per minute with a 10-second granularity - (six samples are aggregated every minute).,,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides the CPU time used by a process. The metric value is the sum of CPU time every process worker uses. The result is expressed in microseconds. It has a ""Process"" dimension (dt.entity.process_group_instance).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides the detailed OS-specific state of the OS service. It is sent once per minute with a 10-second granularity - six samples are aggregated every minute. Status dimension (dt.osservice.status) and a numeric metric value represent the state of the OS service. Values of the status dimension are OS-dependent (for example, ""active"" for Linux and ""running"" for Windows). The metric value represents the number of times the OS service was in a specific state during each minute. If the service had the same status in every 10-second sample, the metric value would be 6. However, value is only sent if the service was in a particular state during any 10-second sample. For example, on Linux, if the service ran for a minute, the metric would have a value of 6 and ""active"" as a value of the status dimension. However, if it were inactive for a minute, it would also have a value of 6, but the value of the status dimension would change to ""inactive"". Other available dimensions include startup type (dt.osservice.startup_type), alerting status for the OS service (dt.osservice.alerting), display name (dt.osservice.display_name), manufacturer (dt.osservice.manufacturer), name (dt.osservice.name), executable path (dt.osservice.path) and hostname (host.name). There are also host (dt.entity.host) and OS Service (dt.entity.os:service) entities. Windows and Linux operating systems are supported. To learn more, see [OS Services monitoring](https://dt-url.net/os-services-monitoring).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides the file descriptor usage statistics. It is supported on Linux. The metric value is the highest percentage of the currently used file descriptor limit among process workers. It is sent once per minute with a 10-second granularity - (six samples are aggregated every minute). It offers two dimensions: ""Process"" (`dt.entity.process_group_instance`) and pid dimension corresponding to the PID with the highest percentage of available descriptors usage.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides the memory usage of a process. It helps to identify processes with high memory resource consumption and memory leaks. The result is expressed in bytes. It has a ""PID"" (process.pid), ""Parent PID"" (process.parent_pid), ""process owner"" (process.owner), ""process executable name"" (process.executable.name), ""process executable path"" (process.executable.path), ""process command line"" (process.command_line) and ""Process group instance"" (dt.entity.process_group_instance) dimensions This metric is collected only if the Process instance snapshot feature is turned on and triggered, and the time this metric is collected for is restricted to feature limits. To learn more, see [Process instance snapshots](https://dt-url.net/process-instance-snapshots-doc).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides the number of processes in a process group. It can tell how many instances of the technology are running in the monitored environment. It has a ""Process Group"" dimension.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides the percentage of the CPU usage of a process. The metric value is the sum of CPU time every process worker uses divided by the total available CPU time. The result is expressed in percentage. A value of 100% indicates that the process uses all available CPU resources of the host. It has a ""PID"" (process.pid), ""Parent PID"" (process.parent_pid), ""process owner"" (process.owner), ""process executable name"" (process.executable.name), ""process executable path"" (process.executable.path), ""process command line"" (process.command_line) and ""Process group instance"" (dt.entity.process_group_instance) dimensions. This metric is collected only if the Process instance snapshot feature is turned on and triggered, and the time this metric is collected for is restricted to feature limits. To learn more, see [Process instance snapshots](https://dt-url.net/process-instance-snapshots-doc).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides the percentage of time when a process is available. It is sent once per minute with a 10-second granularity - six samples are aggregated every minute. If the process is available for a whole minute, the value is 100%. A 0% value indicates that it is not running. It has a ""Process"" dimension (dt.entity.process_group_instance).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides the status of the OS service. If the OS service is running, the OS module is reporting ""1"" as a value of the metric. In any other case, the metric has a value of ""0""Note that this metric provides data only from Classic Windows services monitoring (supported only on Windows), currently replaced by the new OS Services monitoring. To learn more, see [Classic Windows services monitoring](https://dt-url.net/classic-windows-services).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric provides the total CPU time used by a process group. The metric value is the sum of CPU time every process (including its workers) of the process group uses. The result is expressed in microseconds. It can help to identify the most CPU-intensive technologies in the monitored environment. It has a ""Process Group"" dimension.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric shows an average number of processes, over one minute, running on the host. The reported number of processes is based on processes detected by the OS module, read in 10 seconds cycles.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric shows the number of PGIs created and reported by the OS module every minute. It includes only PGIs, which are considered important and reported to Dynatrace. Important PGIs are those in which OneAgent recognizes the technology, have open network ports, generate significant resource usage, or are created via Declarative process grouping rules. To learn what makes process important, see [Which are the most important processes?](https://dt-url.net/most-important-processes)",,none,0,unmapped,No current Gen3 candidate found,0,[],
"This metric shows the number of PGIs created by the OS module every minute. It includes every PGI, even those which are considered not important and are not reported to Dynatrace.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Thread pool queue size.,dt.sfm.active_gate.thread_pool.queue_size,medium,86,suffix_or_prefix,Normalized Classic and Gen3 keys have suffix/prefix containment,1,"[{""sort_index"": null, ""score"": 86, ""gen3_metric"": ""dt.sfm.active_gate.thread_pool.queue_size"", ""method"": ""suffix_or_prefix"", ""reason"": ""Normalized Classic and Gen3 keys have suffix/prefix containment""}]",
Time at which the last message was successfully put in queue.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Time at which the last message was successfully read from the queue.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time consumed by a particular service until a response is sent back to the calling application, process, service etc.To learn how Dynatrace calculates service timings, see [Service analysis timings](https://dt-url.net/service-timings).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time elapsed between flushing recent WAL locally and receiving notification that this standby server has written and flushed it, as reported by pg_stat_replication.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time elapsed between flushing recent WAL locally and receiving notification that this standby server has written it, as reported by pg_stat_replication.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time elapsed between flushing recent WAL locally and receiving notification that this standby server has written, flushed and applied it, as reported by pg_stat_replication.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time elapsed since last message received from origin WAL sender, as reported by pg_stat_wal_receiver. Standby only.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time elapsed since last message sent to origin WAL sender, as reported by pg_stat_wal_receiver. Standby only.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time elapsed since last write-ahead log location reported to origin WAL sender, as reported by pg_stat_wal_receiver. Standby only.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Time since last host boot up. Requires OneAgent 1.259+. The metric is not supported for application-only OneAgent deployments.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time spent in milliseconds between GC pause starts and GC pause ends, https://dt-url.net/zj434js",,none,0,unmapped,No current Gen3 candidate found,0,[],
Time spent waiting for extend operations as reported by pg_stat_io.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Time spent waiting for fsync operations as reported by pg_stat_io.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Time spent waiting for read operations as reported by pg_stat_io.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Time spent waiting for write operations as reported by pg_stat_io.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Time spent waiting for writeback operations as reported by pg_stat_io.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Time taken by the SQL DS to query the database group on an endpoint. Long times can indicate network latency or database overload.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time, in 100 nanosecond increments, taken by worker process to reply to last health ping.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time, in microseconds, that messages remained on the transmission queue before being retrieved over a longer period.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Time, in microseconds, that messages remained on the transmission queue before being retrieved over a short period.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Timeline number of the last WAL received and flushed to disk, as reported by pg_stat_wal_receiver. Standby only.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Tolerable transactions based on APDEX threshold (>T ;; <4T).,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total Connection Attempts is the number of connections that have been attempted using the Web service (since service startup).  This counter is for all instances listed.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total GiB-memory of hosts protected with Runtime Application Protection (Application Security), counted at 15-minute intervals. Use this total metric to query longer timeframes without losing precision or performance. For details on the monitored hosts, refer to the usage_per_host metric.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total GiB-memory of hosts protected with Runtime Vulnerability Analytics (Application Security), counted at 15-minute intervals. Use this total metric to query longer timeframes without losing precision or performance. For details on the monitored hosts, refer to the usage_per_host metric.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Total amount of inodes available for unprivileged user in file system. Metric not available on Windows.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total amount of time a container has been throttled, in nanoseconds per minute.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total amount of time waited by wait event, excluding 'Idle' events. Only collects the top 20 most time consuming events.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Total bytes either received or sent by the Web service (since service startup).,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total free space available in the tablespace, in bytes. This includes space that is currently allocated and available for reuse and space that is currently unallocated.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Total number of data blocks read from disk into buffer cache.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total number of database connections successfully established by this service. To learn about database analysis, see [Analyze database services](https://dt-url.net/database-services).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total number of database connections that were attempted to be established by this service. To learn about database analysis, see [Analyze database services](https://dt-url.net/database-services).",,none,0,unmapped,No current Gen3 candidate found,0,[],
Total number of datapoints that arrived at the API.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total number of executions, totalled over all the child cursors and expressed as a rate per second which aggregates the value at schema level.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Total number of request bytes received on this service or virtual server.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total number of requests received on this service or virtual server.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total number of rows processed on behalf of SQL statements, expressed as a rate per second which aggregates the value at schema level.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Total number of successful lookups in the kernel URI cache (since service startup).,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total number of successful lookups in the user-mode file cache (since service startup).,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total number of threads available to process requests in the worker process.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total number of waits by wait event, excluding 'Idle' events. Only collects the top 20 most time consuming events.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Total physical memory on the host in bytes.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total processing time for a given key request. This time includes potential further asynchronous processing. This metric is written for each key request. To learn more about key requests, see [Monitor key request](https://dt-url.net/key-request).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total size of tablespace, including extensibility. This covers both allocated an unallocated space as large as the tablespace can expand.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total space in use within the tablespace, in bytes.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total time consumed by a particular request type including asynchronous processing. Time includes the factor that asynchronous processing can still occur after responses are sent. To learn how Dynatrace calculates service timings, see [Service analysis timings](https://dt-url.net/service-timings).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Total time consumed by a particular service including asynchronous processing. Time includes the factor that asynchronous processing can still occur after responses are sent.To learn how Dynatrace calculates service timings, see [Service analysis timings](https://dt-url.net/service-timings).",,none,0,unmapped,No current Gen3 candidate found,0,[],
Total time producer has spent in abortTransaction in nanoseconds.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total time producer has spent in beginTransaction in nanoseconds.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total time producer has spent in commitTransaction in nanoseconds.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total time producer has spent in flush in nanoseconds.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total time producer has spent in initTransactions in nanoseconds.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total time producer has spent in prepareTransaction in nanoseconds.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total time producer has spent in sendOffsetsToTransaction in nanoseconds.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Total time producer has spent waiting on topic metadata in nanoseconds.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Tracks the actual number of values for calculated service metrics with a configured number of top values (top X) - Metrics Classic.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Tracks the difference in sequence number between the latest archived and applied redo log. Use this count along with the dimensions to identify gaps between the primary and archive destination.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Tracks the ingest latency of data points, defined as the timespan between the ingested data point's timestamp and the timestamp at which it is persisted on our servers. It is important to note that only metrics exceeding a latency threshold of 3 min are reported - Metrics classic.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Tracks the usage of the per-metric dimension pool for metrics that exceed 60% utilization - Metrics Classic.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Tracks the use of built-in metrics by queries originating from custom dashboards, metric events, and the REST API.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Tracks which Management Zones are queried and how often.,,none,0,unmapped,No current Gen3 candidate found,0,[],
URI information blocks currently in the user-mode cache.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Unsuccessful connection attempts compared to all connection attempts. To learn about database analysis, see [Analyze database services](https://dt-url.net/database-services).",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Used memory is calculated by OneAgent as follows: used = total - available. So the used memory metric displayed in Dynatrace analysis views is not equal to the used memory metric displayed by system tools. At the same time, it's important to remember that system tools report used memory the way they do due to historical reasons, and that this particular method of calculating used memory isn't really representative of how the Linux kernel manages memory in modern systems. The difference in these measurements is in fact quite significant, too.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Used space in /flash partition of the disk, as a percentage. This is a critical counter.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Used space in /flash partition of the hard disk.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Used space in /var partition of the disk, as a percentage. This is a critical counter.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Used space in /var partition of the hard disk.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Used system time per container in nanoseconds per minute.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Used user time per container in nanoseconds per minute.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"User I/O Wait Time (in microseconds), expressed as a rate per second which aggregates the value at schema level.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Utilization of processes on the instance. This is a percentage of current utilization relative to the limit.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Utilization of sessions on the instance. This is a percentage of current utilization relative to the limit.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Voltage of a device connected to health monitoring chip through pin 0.,,none,0,unmapped,No current Gen3 candidate found,0,[],
